DATE,CCUSMA02ZAM618N_NBD19600101
1970-11-01,100.00000
1970-12-01,100.00000
1971-01-01,100.00000
1971-02-01,100.00000
1971-03-01,100.00000
1971-04-01,100.00000
1971-05-01,100.00000
1971-06-01,100.00000
1971-07-01,100.00000
1971-08-01,100.00000
1971-09-01,100.00000
1971-10-01,100.00000
1971-11-01,100.00000
1971-12-01,101.56394
1972-01-01,105.00041
1972-02-01,105.00041
1972-03-01,105.00041
1972-04-01,105.00041
1972-05-01,105.00041
1972-06-01,105.40101
1972-07-01,111.96592
1972-08-01,111.64448
1972-09-01,111.99727
1972-10-01,106.23689
1972-11-01,109.60514
1972-12-01,109.60514
1973-01-01,109.60514
1973-02-01,102.35010
1973-03-01,98.64417
1973-04-01,98.64417
1973-05-01,98.64417
1973-06-01,94.18599
1973-07-01,93.96285
1973-08-01,93.96285
1973-09-01,93.96285
1973-10-01,93.96285
1973-11-01,93.96285
1973-12-01,93.96285
1974-01-01,93.96285
1974-02-01,93.96285
1974-03-01,93.96285
1974-04-01,93.96285
1974-05-01,93.96285
1974-06-01,93.80545
1974-07-01,93.33641
1974-08-01,95.12029
1974-09-01,97.90206
1974-10-01,97.90206
1974-11-01,97.09205
1974-12-01,96.54836
1975-01-01,96.24768
1975-02-01,94.94805
1975-03-01,93.96285
1975-04-01,95.06216
1975-05-01,95.23806
1975-06-01,95.67216
1975-07-01,99.99996
1975-08-01,99.99996
1975-09-01,106.02442
1975-10-01,121.73908
1975-11-01,121.73908
1975-12-01,121.73908
1976-01-01,121.73908
1976-02-01,121.73908
1976-03-01,121.73908
1976-04-01,121.73908
1976-05-01,121.73908
1976-06-01,121.73908
1976-07-01,121.73908
1976-08-01,121.73908
1976-09-01,121.73908
1976-10-01,121.73908
1976-11-01,121.73908
1976-12-01,121.73908
1977-01-01,121.73908
1977-02-01,121.73908
1977-03-01,121.73908
1977-04-01,121.73908
1977-05-01,121.73908
1977-06-01,121.73908
1977-07-01,121.73908
1977-08-01,121.73908
1977-09-01,121.73908
1977-10-01,121.73908
1977-11-01,121.73908
1977-12-01,121.73908
1978-01-01,121.73908
1978-02-01,121.73908
1978-03-01,121.73908
1978-04-01,121.73908
1978-05-01,121.73908
1978-06-01,121.73908
1978-07-01,121.73908
1978-08-01,121.73908
1978-09-01,121.73908
1978-10-01,121.73908
1978-11-01,121.73908
1978-12-01,121.73908
1979-01-01,121.73908
1979-02-01,119.80347
1979-03-01,118.11451
1979-04-01,118.59678
1979-05-01,118.38618
1979-06-01,118.27916
1979-07-01,118.09857
1979-08-01,117.23423
1979-09-01,116.51612
1979-10-01,115.84700
1979-11-01,116.13530
1979-12-01,115.84700
1980-01-01,114.97835
1980-02-01,113.92483
1980-03-01,113.23925
1980-04-01,112.88588
1980-05-01,110.61418
1980-06-01,108.50017
1980-07-01,107.03032
1980-08-01,106.41447
1980-09-01,105.43435
1980-10-01,105.04197
1980-11-01,105.04197
1980-12-01,105.33439
1981-01-01,104.77626
1981-02-01,108.16653
1981-03-01,110.62817
1981-04-01,113.41538
1981-05-01,117.15476
1981-06-01,121.53828
1981-07-01,128.90152
1981-08-01,133.02921
1981-09-01,132.52551
1981-10-01,133.74854
1981-11-01,134.73193
1981-12-01,135.71595
1982-01-01,135.25395
1982-02-01,137.19995
1982-03-01,142.74394
1982-04-01,147.33594
1982-05-01,148.72194
1982-06-01,156.08594
1982-07-01,160.70594
1982-08-01,161.15394
1982-09-01,161.08394
1982-10-01,162.30194
1982-11-01,159.61254
1982-12-01,151.96994
1983-01-01,149.12794
1983-02-01,153.60794
1983-03-01,152.54394
1983-04-01,152.99194
1983-05-01,151.61994
1983-06-01,152.65594
1983-07-01,153.43994
1983-08-01,156.14194
1983-09-01,155.79194
1983-10-01,157.24794
1983-11-01,166.26393
1983-12-01,170.25393
1984-01-01,175.65793
1984-02-01,172.19853
1984-03-01,170.21193
1984-04-01,174.45393
1984-05-01,178.66233
1984-06-01,182.76993
1984-07-01,208.98632
1984-08-01,220.15971
1984-09-01,232.28791
1984-10-01,246.95710
1984-11-01,251.71990
1984-12-01,264.39969
1985-01-01,303.02288
1985-02-01,275.49189
1985-03-01,279.02129
1985-04-01,270.57649
1985-05-01,278.65589
1985-06-01,276.55729
1985-07-01,273.27709
1985-08-01,328.63867
1985-09-01,348.34506
1985-10-01,363.44825
1985-11-01,371.86225
1985-12-01,375.27545
1986-01-01,329.79647
1986-02-01,292.04128
1986-03-01,283.83869
1986-04-01,286.68209
1986-05-01,307.24948
1986-06-01,354.53166
1986-07-01,356.77586
1986-08-01,363.81785
1986-09-01,323.95007
1986-10-01,314.32787
1986-11-01,315.09787
1986-12-01,310.74248
1987-01-01,292.37308
1987-02-01,291.01228
1987-03-01,289.84748
1987-04-01,281.98509
1987-05-01,280.50249
1987-06-01,283.25349
1987-07-01,288.36068
1987-08-01,290.38648
1987-09-01,286.21729
1987-10-01,286.72689
1987-11-01,277.04869
1987-12-01,272.82069
1988-01-01,276.22829
1988-02-01,286.70589
1988-03-01,298.38188
1988-04-01,300.24668
1988-05-01,309.36768
1988-06-01,317.93007
1988-07-01,335.22427
1988-08-01,343.20986
1988-09-01,343.64246
1988-10-01,345.23846
1988-11-01,335.24387
1988-12-01,328.00447
1989-01-01,334.17287
1989-02-01,343.94766
1989-03-01,355.03566
1989-04-01,356.09546
1989-05-01,375.03185
1989-06-01,389.85784
1989-07-01,377.41885
1989-08-01,381.78825
1989-09-01,390.45144
1989-10-01,373.89925
1989-11-01,368.11165
1989-12-01,360.28566
1990-01-01,357.77266
1990-02-01,356.18086
1990-03-01,365.94585
1990-04-01,371.74325
1990-05-01,370.21025
1990-06-01,373.01165
1990-07-01,367.82745
1990-08-01,360.35986
1990-09-01,359.94686
1990-10-01,356.15566
1990-11-01,353.35146
1990-12-01,354.19146
1991-01-01,358.77786
1991-02-01,355.45566
1991-03-01,371.25605
1991-04-01,383.46685
1991-05-01,391.17804
1991-06-01,401.13904
1991-07-01,403.21944
1991-08-01,402.02524
1991-09-01,397.04964
1991-10-01,396.34264
1991-11-01,391.34744
1991-12-01,387.74945
1992-01-01,389.43644
1992-02-01,394.49044
1992-03-01,403.33984
1992-04-01,402.80364
1992-05-01,398.81364
1992-06-01,393.00924
1992-07-01,385.62705
1992-08-01,386.88705
1992-09-01,391.77024
1992-10-01,403.91384
1992-11-01,419.37683
1992-12-01,421.91363
1993-01-01,429.72423
1993-02-01,437.17223
1993-03-01,445.00382
1993-04-01,443.37982
1993-05-01,444.62932
1993-06-01,453.88528
1993-07-01,468.90671
1993-08-01,471.04521
1993-09-01,477.24441
1993-10-01,474.98061
1993-11-01,471.10961
1993-12-01,472.72241
1994-01-01,477.34941
1994-02-01,482.95781
1994-03-01,483.71521
1994-04-01,501.99080
1994-05-01,508.55820
1994-06-01,508.16200
1994-07-01,513.48339
1994-08-01,503.70720
1994-09-01,497.86500
1994-10-01,495.65860
1994-11-01,493.48020
1994-12-01,498.41100
1995-01-01,495.45700
1995-02-01,498.42080
1995-03-01,503.75200
1995-04-01,504.16080
1995-05-01,512.22200
1995-06-01,512.66580
1995-07-01,509.56340
1995-08-01,509.92460
1995-09-01,512.68400
1995-10-01,511.07260
1995-11-01,510.69600
1995-12-01,512.88140
1996-01-01,509.82940
1996-02-01,524.44959
1996-03-01,549.85678
1996-04-01,590.38676
1996-05-01,612.58376
1996-06-01,609.31476
1996-07-01,614.95255
1996-08-01,633.45915
1996-09-01,629.89475
1996-10-01,640.73074
1996-11-01,651.63954
1996-12-01,655.80594
1997-01-01,649.81254
1997-02-01,623.82995
1997-03-01,620.93055
1997-04-01,622.07015
1997-05-01,625.43575
1997-06-01,629.95355
1997-07-01,638.24994
1997-08-01,655.70654
1997-09-01,656.60954
1997-10-01,659.68254
1997-11-01,677.35753
1997-12-01,681.73393
1998-01-01,691.86992
1998-02-01,690.75972
1998-03-01,696.47452
1998-04-01,706.33052
1998-05-01,713.33191
1998-06-01,753.27670
1998-07-01,871.44225
1998-08-01,881.15265
1998-09-01,855.64326
1998-10-01,811.16948
1998-11-01,791.15648
1998-12-01,824.90627
1999-01-01,837.73167
1999-02-01,849.47906
1999-03-01,868.65625
1999-04-01,856.79966
1999-05-01,866.20345
1999-06-01,851.04986
1999-07-01,855.19666
1999-08-01,857.99666
1999-09-01,847.90266
1999-10-01,853.43966
1999-11-01,859.09706
1999-12-01,860.37666
2000-01-01,857.41426
2000-02-01,884.62605
2000-03-01,904.91624
2000-04-01,926.72963
2000-05-01,984.98221
2000-06-01,968.65681
2000-07-01,963.65601
2000-08-01,973.57641
2000-09-01,1002.74960
2000-10-01,1046.81598
2000-11-01,1074.80897
2000-12-01,1069.97477
2001-01-01,1089.62936
2001-02-01,1094.17656
2001-03-01,1103.01616
2001-04-01,1131.49775
2001-05-01,1116.19015
2001-06-01,1127.49655
2001-07-01,1141.00234
2001-08-01,1163.94273
2001-09-01,1209.11792
2001-10-01,1298.51348
2001-11-01,1365.53565
2001-12-01,1623.29935
2002-01-01,1622.29975
2002-02-01,1607.00336
2002-03-01,1611.53516
2002-04-01,1548.29438
2002-05-01,1424.81723
2002-06-01,1417.96703
2002-07-01,1418.34643
2002-08-01,1481.78741
2002-09-01,1483.41421
2002-10-01,1446.00342
2002-11-01,1394.18944
2002-12-01,1252.78950
2003-01-01,1216.85431
2003-02-01,1160.87954
2003-03-01,1125.28455
2003-04-01,1081.38337
2003-05-01,1076.89497
2003-06-01,1106.34956
2003-07-01,1056.69578
2003-08-01,1035.53339
2003-09-01,1023.46959
2003-10-01,973.33141
2003-11-01,942.01482
2003-12-01,910.08224
2004-01-01,976.53461
2004-02-01,947.34462
2004-03-01,929.70463
2004-04-01,922.29023
2004-05-01,955.63962
2004-06-01,898.58964
2004-07-01,856.89906
2004-08-01,904.08884
2004-09-01,918.96803
2004-10-01,890.69924
2004-11-01,852.12086
2004-12-01,799.39968
2005-01-01,828.09967
2005-02-01,846.20026
2005-03-01,835.09967
2005-04-01,862.68806
2005-05-01,889.18584
2005-06-01,944.59642
2005-07-01,938.74582
2005-08-01,903.69964
2005-09-01,889.19984
2005-10-01,922.94963
2005-11-01,934.70263
2005-12-01,888.49984
2006-01-01,853.49426
2006-02-01,855.02586
2006-03-01,871.93085
2006-04-01,848.72306
2006-05-01,883.87845
2006-06-01,979.49421
2006-07-01,990.90280
2006-08-01,974.44021
2006-09-01,1043.69958
2006-10-01,1072.36457
2006-11-01,1016.60539
2006-12-01,985.63881
2007-01-01,1003.37120
2007-02-01,1004.46040
2007-03-01,1028.86659
2007-04-01,994.37340
2007-05-01,980.31041
2007-06-01,1003.37960
2007-07-01,976.14961
2007-08-01,1012.19960
2007-09-01,996.44960
2007-10-01,946.52702
2007-11-01,937.26043
2007-12-01,952.86062
2008-01-01,981.83361
2008-02-01,1072.85457
2008-03-01,1115.87795
2008-04-01,1089.89956
2008-05-01,1066.93957
2008-06-01,1108.79956
2008-07-01,1067.59477
2008-08-01,1072.59557
2008-09-01,1127.99915
2008-10-01,1364.27145
2008-11-01,1413.78944
2008-12-01,1396.39444
2009-01-01,1385.90145
2009-02-01,1400.88144
2009-03-01,1465.93941
2009-04-01,1259.48616
2009-05-01,1173.00509
2009-06-01,1126.47455
2009-07-01,1113.18092
2009-08-01,1110.89956
2009-09-01,1052.96625
2009-10-01,1047.63291
2009-11-01,1052.39958
2009-12-01,1046.99958
2010-01-01,1043.76958
2010-02-01,1073.13457
2010-03-01,1037.56625
2010-04-01,1029.29433
2010-05-01,1071.13957
2010-06-01,1068.63291
2010-07-01,1053.99958
2010-08-01,1021.96626
2010-09-01,997.67460
2010-10-01,967.28909
2010-11-01,977.62694
2010-12-01,957.55430
2011-01-01,969.23676
2011-02-01,1004.22616
2011-03-01,968.63695
2011-04-01,943.21069
2011-05-01,961.49667
2011-06-01,951.60762
2011-07-01,951.80572
2011-08-01,989.57560
2011-09-01,1059.82758
2011-10-01,1115.65990
2011-11-01,1138.68697
2011-12-01,1144.72649
2012-01-01,1120.93265
2012-02-01,1072.24697
2012-03-01,1065.49657
2012-04-01,1096.69151
2012-05-01,1141.46154
2012-06-01,1174.45220
2012-07-01,1154.79514
2012-08-01,1158.65608
2012-09-01,1158.49565
2012-10-01,1208.06337
2012-11-01,1231.22496
2012-12-01,1210.22514
2013-01-01,1231.29584
2013-02-01,1245.03534
2013-03-01,1286.92343
2013-04-01,1275.55104
2013-05-01,1311.74048
2013-06-01,1403.55132
2013-07-01,1386.60600
2013-08-01,1413.09610
2013-09-01,1396.61549
2013-10-01,1388.02845
2013-11-01,1428.49974
2013-12-01,1453.54448
2014-01-01,1525.10024
2014-02-01,1537.34565
2014-03-01,1504.41529
2014-04-01,1477.01709
2014-05-01,1457.36947
2014-06-01,1493.96565
2014-07-01,1498.57340
2014-08-01,1492.80340
2014-09-01,1536.88859
2014-10-01,1549.81338
2014-11-01,1554.68849
2014-12-01,1604.47341
2015-01-01,1620.20462
2015-02-01,1621.55324
2015-03-01,1689.54446
2015-04-01,1680.80912
2015-05-01,1675.56538
2015-06-01,1722.14665
2015-07-01,1744.41935
2015-08-01,1808.81048
2015-09-01,1905.82799
2015-10-01,1891.33458
2015-11-01,1976.12463
2015-12-01,2098.65483
2016-01-01,2291.10336
2016-02-01,2207.19432
2016-03-01,2154.15667
2016-04-01,2047.13868
2016-05-01,2152.70179
2016-06-01,2111.34616
2016-07-01,2017.32919
2016-08-01,1926.51023
2016-09-01,1962.55282
2016-10-01,1956.26451
2016-11-01,1948.44467
2016-12-01,1937.39402
2017-01-01,1896.08108
2017-02-01,1856.99131
2017-03-01,1811.50094
2017-04-01,1891.79619
2017-05-01,1859.92446
2017-06-01,1808.40868
2017-07-01,1838.74195
2017-08-01,1852.32890
2017-09-01,1838.83092
2017-10-01,1914.58675
2017-11-01,1970.94466
2017-12-01,1843.84162
2018-01-01,1708.57073
2018-02-01,1655.07457
2018-03-01,1656.97859
2018-04-01,1691.76658
2018-05-01,1754.11269
2018-06-01,1859.96756
2018-07-01,1878.02421
2018-08-01,1972.45527
2018-09-01,2069.16243
2018-10-01,2029.48177
2018-11-01,1972.12185
2018-12-01,1985.27132
2019-01-01,1940.60827
2019-02-01,1931.38536
2019-03-01,2013.62859
2019-04-01,1981.60986
2019-05-01,2021.17534
2019-06-01,2039.30535
2019-07-01,1966.51783
2019-08-01,2119.92005
2019-09-01,2078.79133
2019-10-01,2086.91317
2019-11-01,2072.49815
2019-12-01,2020.99445
2020-01-01,2015.60285
2020-02-01,2102.14229
2020-03-01,2325.56501
2020-04-01,2600.63909
2020-05-01,2539.95798
2020-06-01,2398.64346
2020-07-01,2347.99170
2020-08-01,2412.31148
2020-09-01,2340.21654
2020-10-01,2304.58652
2020-11-01,2176.81234
2020-12-01,2086.81674
2021-01-01,2117.56329
2021-02-01,2065.29802
2021-03-01,2098.13497
2021-04-01,2017.10134
2021-05-01,1968.42842
2021-06-01,1948.34035
2021-07-01,2034.61084
2021-08-01,2070.45685
2021-09-01,2034.52509
2021-10-01,2080.21836
2021-11-01,2171.75728
2021-12-01,2221.73467
2022-01-01,2168.76305
2022-02-01,2129.87276
2022-03-01,2097.00359
2022-04-01,2093.53224
2022-05-01,2226.14713
2022-06-01,2207.97464
2022-07-01,2357.97719
2022-08-01,2335.83174
2022-09-01,2456.97129
2022-10-01,2537.16392
2022-11-01,2447.14504
2022-12-01,2419.44028
2023-01-01,2392.25361
2023-02-01,2503.98750
2023-03-01,2557.69793
2023-04-01,2544.69937
2023-05-01,2667.37690
2023-06-01,2625.84250
2023-07-01,2545.77291
2023-08-01,2625.53226
2023-09-01,2656.97901
2023-10-01,2667.11266
2023-11-01,2595.31183
2023-12-01,2619.17029
