DATE,CBETHUSD
2019-02-08,107.4071428571428571
2019-02-15,120.4171428571428571
2019-02-22,139.8985714285714286
2019-03-01,138.0400000000000000
2019-03-08,132.8114285714285714
2019-03-15,133.4957142857142857
2019-03-22,137.4971428571428571
2019-03-29,136.7928571428571429
2019-04-05,153.4385714285714286
2019-04-12,171.9914285714285714
2019-04-19,167.5942857142857143
2019-04-26,165.2228571428571429
2019-05-03,157.6214285714285714
2019-05-10,167.5114285714285714
2019-05-17,221.8271428571428571
2019-05-24,248.6414285714285714
2019-05-31,264.7942857142857143
2019-06-07,252.3942857142857143
2019-06-14,250.3728571428571429
2019-06-21,273.3357142857142857
2019-06-28,311.4785714285714286
2019-07-05,295.6871428571428571
2019-07-12,292.4571428571428571
2019-07-19,226.3371428571428571
2019-07-26,219.5342857142857143
2019-08-02,213.3842857142857143
2019-08-09,223.1171428571428571
2019-08-16,200.3814285714285714
2019-08-23,193.3542857142857143
2019-08-30,180.4957142857142857
2019-09-06,174.2171428571428571
2019-09-13,180.1814285714285714
2019-09-20,204.9657142857142857
2019-09-27,186.3757142857142857
2019-10-04,176.3200000000000000
2019-10-11,182.1157142857142857
2019-10-18,179.0528571428571429
2019-10-25,171.1728571428571429
2019-11-01,183.8528571428571429
2019-11-08,185.9242857142857143
2019-11-15,185.4442857142857143
2019-11-22,172.1071428571428571
2019-11-29,149.2742857142857143
2019-12-06,148.8442857142857143
2019-12-13,146.3442857142857143
2019-12-20,132.6914285714285714
2019-12-27,127.4228571428571429
2020-01-03,130.3285714285714286
2020-01-10,139.9671428571428571
2020-01-17,156.6771428571428571
2020-01-24,167.1157142857142857
2020-01-31,172.9028571428571429
2020-02-07,198.5085714285714286
2020-02-14,247.9100000000000000
2020-02-21,265.0685714285714286
2020-02-28,246.7157142857142857
2020-03-06,227.2200000000000000
2020-03-13,183.4485714285714286
2020-03-20,123.4614285714285714
2020-03-27,133.7600000000000000
2020-04-03,134.5728571428571429
2020-04-10,160.7142857142857143
2020-04-17,161.1214285714285714
2020-04-24,180.8100000000000000
2020-05-01,202.9128571428571429
2020-05-08,208.5714285714285714
2020-05-15,196.0942857142857143
2020-05-22,207.4114285714285714
2020-05-29,208.7557142857142857
2020-06-05,241.0414285714285714
2020-06-12,242.1000000000000000
2020-06-19,232.6628571428571429
2020-06-26,234.2200000000000000
2020-07-03,225.8914285714285714
2020-07-10,238.4285714285714286
2020-07-17,238.1057142857142857
2020-07-24,253.8542857142857143
2020-07-31,323.0085714285714286
2020-08-07,387.3500000000000000
2020-08-14,402.5857142857142857
2020-08-21,419.3271428571428571
2020-08-28,391.9157142857142857
2020-09-04,426.9666666666666667
2020-09-11,353.1257142857142857
2020-09-18,376.2785714285714286
2020-09-25,351.6985714285714286
2020-10-02,354.7642857142857143
2020-10-09,350.2428571428571429
2020-10-16,376.5571428571428571
2020-10-23,387.3485714285714286
2020-10-30,396.5771428571428571
2020-11-06,404.7442857142857143
2020-11-13,455.7514285714285714
2020-11-20,473.5371428571428571
2020-11-27,562.9071428571428571
2020-12-04,585.7442857142857143
2020-12-11,575.1742857142857143
2020-12-18,610.2714285714285714
2020-12-25,623.8871428571428571
2021-01-01,716.8157142857142857
2021-01-08,1085.2785714285714286
2021-01-15,1175.0628571428571429
2021-01-22,1258.4157142857142857
2021-01-29,1324.3542857142857143
2021-02-05,1512.1342857142857143
2021-02-12,1744.9542857142857143
2021-02-19,1850.0900000000000000
2021-02-26,1681.6171428571428571
2021-03-05,1511.0685714285714286
2021-03-12,1784.9000000000000000
2021-03-19,1827.0785714285714286
2021-03-26,1687.9885714285714286
2021-04-02,1871.9414285714285714
2021-04-09,2060.1385714285714286
2021-04-16,2306.1642857142857143
2021-04-23,2318.3128571428571429
2021-04-30,2577.1600000000000000
2021-05-07,3299.3271428571428571
2021-05-14,3935.1142857142857143
2021-05-21,3093.6585714285714286
2021-05-28,2541.1642857142857143
2021-06-04,2606.2685714285714286
2021-06-11,2558.0371428571428571
2021-06-18,2426.8628571428571429
2021-06-25,1995.4128571428571429
2021-07-02,2084.8985714285714286
2021-07-09,2233.4671428571428571
2021-07-16,2003.3142857142857143
2021-07-23,1934.1442857142857143
2021-07-30,2291.6900000000000000
2021-08-06,2663.3214285714285714
2021-08-13,3141.9371428571428571
2021-08-20,3176.5500000000000000
2021-08-27,3223.0600000000000000
2021-09-03,3523.9785714285714286
2021-09-10,3621.5528571428571429
2021-09-17,3424.7400000000000000
2021-09-24,3094.1585714285714286
2021-10-01,2981.6400000000000000
2021-10-08,3491.7114285714285714
2021-10-15,3612.6128571428571429
2021-10-22,3929.0685714285714286
2021-10-29,4181.0642857142857143
2021-11-05,4452.1057142857142857
2021-11-12,4670.9928571428571429
2021-11-19,4378.1457142857142857
2021-11-26,4281.2885714285714286
2021-12-03,4398.0142857142857143
2021-12-10,4212.6628571428571429
2021-12-17,3960.8714285714285714
2021-12-24,4002.2385714285714286
2021-12-31,3859.9900000000000000
2022-01-07,3615.7128571428571429
2022-01-14,3212.9471428571428571
2022-01-21,3105.6428571428571429
2022-01-28,2467.3328571428571429
2022-02-04,2721.4000000000000000
2022-02-11,3085.3571428571428571
2022-02-18,2958.7914285714285714
2022-02-25,2649.7371428571428571
2022-03-04,2813.0228571428571429
2022-03-11,2597.1185714285714286
2022-03-18,2689.1642857142857143
2022-03-25,2989.4357142857142857
2022-04-01,3327.4328571428571429
2022-04-08,3354.4614285714285714
2022-04-15,3094.6857142857142857
2022-04-22,3031.8185714285714286
2022-04-29,2902.3842857142857143
2022-05-06,2795.7585714285714286
2022-05-13,2255.4328571428571429
2022-05-20,2027.3957142857142857
2022-05-27,1916.8314285714285714
2022-06-03,1851.5000000000000000
2022-06-10,1788.1185714285714286
2022-06-17,1251.7685714285714286
2022-06-24,1113.0685714285714286
2022-07-01,1142.0342857142857143
2022-07-08,1151.2514285714285714
2022-07-15,1150.4442857142857143
2022-07-22,1492.2942857142857143
2022-07-29,1590.3714285714285714
2022-08-05,1656.9300000000000000
2022-08-12,1795.2385714285714286
2022-08-19,1854.8914285714285714
2022-08-26,1620.0571428571428571
2022-09-02,1529.9985714285714286
2022-09-09,1613.6085714285714286
2022-09-16,1623.9785714285714286
2022-09-23,1343.8442857142857143
2022-09-30,1325.7771428571428571
2022-10-07,1329.9028571428571429
2022-10-14,1297.6257142857142857
2022-10-21,1299.1285714285714286
2022-10-28,1445.4885714285714286
2022-11-04,1579.5057142857142857
2022-11-11,1396.1500000000000000
2022-11-18,1227.3357142857142857
2022-11-25,1169.6600000000000000
2022-12-02,1235.7571428571428571
2022-12-09,1260.8214285714285714
2022-12-16,1266.4242857142857143
2022-12-23,1201.2457142857142857
2022-12-30,1209.9828571428571429
2023-01-06,1228.5971428571428571
2023-01-13,1351.8842857142857143
2023-01-20,1567.0057142857142857
2023-01-27,1606.6728571428571429
2023-02-03,1617.3671428571428571
2023-02-10,1613.0685714285714286
2023-02-17,1588.8800000000000000
2023-02-24,1662.1900000000000000
2023-03-03,1622.2628571428571429
2023-03-10,1522.9300000000000000
2023-03-17,1655.8457142857142857
2023-03-24,1772.3800000000000000
2023-03-31,1774.4242857142857143
2023-04-07,1849.7557142857142857
2023-04-14,1935.1385714285714286
2023-04-21,2016.7842857142857143
2023-04-28,1872.9757142857142857
2023-05-05,1894.5385714285714286
2023-05-12,1844.3857142857142857
2023-05-19,1810.6314285714285714
2023-05-26,1818.9185714285714286
2023-06-02,1883.0728571428571429
2023-06-09,1856.6771428571428571
2023-06-16,1716.7585714285714286
2023-06-23,1804.1785714285714286
2023-06-30,1877.3600000000000000
2023-07-07,1911.3471428571428571
2023-07-14,1900.8000000000000000
2023-07-21,1905.4085714285714286
2023-07-28,1866.8742857142857143
2023-08-04,1852.9485714285714286
2023-08-11,1842.2114285714285714
2023-08-18,1786.3357142857142857
2023-08-25,1664.2542857142857143
2023-09-01,1666.2800000000000000
2023-09-08,1635.6957142857142857
2023-09-15,1610.6242857142857143
2023-09-22,1619.5842857142857143
2023-09-29,1610.2228571428571429
2023-10-06,1661.3442857142857143
2023-10-13,1581.6371428571428571
2023-10-20,1573.3857142857142857
2023-10-27,1744.9985714285714286
2023-11-03,1811.7800000000000000
2023-11-10,1946.6557142857142857
2023-11-17,2016.9914285714285714
2023-11-24,2020.4300000000000000
2023-12-01,2056.3114285714285714
2023-12-08,2263.4514285714285714
2023-12-15,2274.1771428571428571
2023-12-22,2226.6214285714285714
2023-12-29,2300.5271428571428571
2024-01-05,2290.0928571428571429
2024-01-12,2409.2200000000000000
2024-01-19,2537.4000000000000000
