Date,France
1960-01-01,0.748546017498098
1960-02-01,0.748436254205687
1960-03-01,0.748178615366556
1960-04-01,0.74788591325346
1960-05-01,0.747445335593644
1960-06-01,0.747262396772959
1960-07-01,0.747152633480548
1960-08-01,0.747152633480548
1960-09-01,0.747152633480548
1960-10-01,0.748216727620866
1960-11-01,0.747225809008822
1960-12-01,0.747776149961049
1961-01-01,0.747262396772959
1961-02-01,0.747225809008822
1961-03-01,0.747152633480548
1961-04-01,0.747298984537096
1961-05-01,0.747152633480548
1961-06-01,0.747116045716411
1961-07-01,0.747116045716411
1961-08-01,0.749061295176361
1961-09-01,0.749835736183926
1961-10-01,0.749614685108932
1961-11-01,0.748620717516544
1961-12-01,0.747335572301233
1962-01-01,0.747189221244685
1962-02-01,0.747225809008822
1962-03-01,0.747116045716411
1962-04-01,0.747116045716411
1962-05-01,0.747116045716411
1962-06-01,0.747116045716411
1962-07-01,0.747116045716411
1962-08-01,0.747116045716411
1962-09-01,0.747116045716411
1962-10-01,0.747116045716411
1962-11-01,0.747116045716411
1962-12-01,0.747152633480548
1963-01-01,0.747116045716411
1963-02-01,0.747116045716411
1963-03-01,0.747116045716411
1963-04-01,0.747116045716411
1963-05-01,0.747116045716411
1963-06-01,0.747116045716411
1963-07-01,0.747116045716411
1963-08-01,0.747116045716411
1963-09-01,0.747152633480548
1963-10-01,0.747298984537096
1963-11-01,0.747116045716411
1963-12-01,0.747152633480548
1964-01-01,0.747225809008822
1964-02-01,0.747189221244685
1964-03-01,0.747152633480548
1964-04-01,0.747116045716411
1964-05-01,0.747116045716411
1964-06-01,0.747262396772959
1964-07-01,0.747116045716411
1964-08-01,0.747116045716411
1964-09-01,0.747225809008822
1964-10-01,0.747189221244685
1964-11-01,0.747116045716411
1964-12-01,0.747116045716411
1965-01-01,0.747152633480548
1965-02-01,0.747152633480548
1965-03-01,0.747298984537096
1965-04-01,0.747262396772959
1965-05-01,0.747408747829507
1965-06-01,0.747116045716411
1965-07-01,0.747116045716411
1965-08-01,0.747189221244685
1965-09-01,0.747298984537096
1965-10-01,0.747555098886055
1965-11-01,0.747189221244685
1965-12-01,0.747225809008822
1966-01-01,0.747335572301233
1966-02-01,0.747262396772959
1966-03-01,0.747225809008822
1966-04-01,0.747189221244685
1966-05-01,0.747225809008822
1966-06-01,0.747189221244685
1966-07-01,0.747189221244685
1966-08-01,0.747518511121918
1966-09-01,0.750462301644772
1966-10-01,0.75294569613557
1966-11-01,0.753541771792968
1966-12-01,0.754735447597937
1967-01-01,0.754735447597937
1967-02-01,0.75406314743192
1967-03-01,0.754586047561044
1967-04-01,0.753691171829861
1967-05-01,0.750277838333915
1967-06-01,0.748216727620866
1967-07-01,0.747481923357781
1967-08-01,0.747812737725186
1967-09-01,0.747959088781734
1967-10-01,0.747555098886055
1967-11-01,0.747262396772959
1967-12-01,0.747995676545871
1968-01-01,0.750721464974076
1968-02-01,0.750425713880636
1968-03-01,0.750389126116498
1968-04-01,0.751351079415266
1968-05-01,0.754250659723122
1968-06-01,0.758188417838364
1968-07-01,0.758188417838364
1968-08-01,0.758264642346983
1968-09-01,0.758226530092674
1968-10-01,0.75830123011112
1968-11-01,0.757660944238723
1968-12-01,0.754735447597937
1969-01-01,0.754735447597937
1969-02-01,0.755147059944478
1969-03-01,0.755933696873423
1969-04-01,0.756758446056678
1969-05-01,0.757886568784234
1969-06-01,0.758075605565609
1969-07-01,0.758075605565609
1969-08-01,0.8184301714899
1969-09-01,0.84670336622675
1969-10-01,0.851337816350767
1969-11-01,0.850340799778034
1969-12-01,0.849203530109443
1970-01-01,0.846701841736577
1970-02-01,0.845345045483164
1970-03-01,0.845162106662479
1970-04-01,0.843378453160802
1970-05-01,0.841884452791875
1970-06-01,0.841747248676361
1970-07-01,0.84133563632982
1970-08-01,0.841838718086704
1970-09-01,0.84170151397119
1970-10-01,0.84206739161256
1970-11-01,0.84133563632982
1970-12-01,0.841930187497046
1971-01-01,0.841381371034992
1971-02-01,0.841244166919478
1971-03-01,0.840908779081556
1971-04-01,0.841045983197069
1971-05-01,0.842539983565996
1971-06-01,0.842631452976338
1971-07-01,0.840588636145357
1971-08-01,0.840863044376384
1971-09-01,0.84170151397119
1971-10-01,0.843515657276315
1971-11-01,0.842448514155654
1971-12-01,0.821867896828603
1972-01-01,0.788618766169124
1972-02-01,0.775813048721182
1972-03-01,0.768343046876548
1972-04-01,0.768038148842074
1972-05-01,0.764226923411138
1972-06-01,0.764531821445613
1972-07-01,0.762702433238764
1972-08-01,0.763007331273239
1972-09-01,0.763007331273239
1972-10-01,0.765751413583512
1972-11-01,0.768800393928261
1972-12-01,0.775050803634994
1973-01-01,0.775127028143613
1973-02-01,0.72788307770174
1973-03-01,0.687362128920036
1973-04-01,0.694161355088824
1973-05-01,0.682377046056373
1973-06-01,0.648335180507259
1973-07-01,0.618363703718384
1973-08-01,0.647633915027967
1973-09-01,0.649387078726197
1973-10-01,0.643060444510844
1973-11-01,0.672269676213532
1973-12-01,0.701860030459314
1974-01-01,0.764638535757679
1974-02-01,0.755979431578594
1974-03-01,0.735353079546373
1974-04-01,0.740993693184157
1974-05-01,0.741344325923803
1974-06-01,0.747670960139156
1974-07-01,0.727319016337961
1974-08-01,0.728843506510335
1974-09-01,0.732014446068874
1974-10-01,0.72152595368294
1974-11-01,0.71292782911075
1974-12-01,0.689359211045846
1975-01-01,0.666095491015417
1975-02-01,0.653183059255408
1975-03-01,0.640163913183334
1975-04-01,0.639950484559201
1975-05-01,0.617784397452882
1975-06-01,0.610451599723762
1975-07-01,0.643700730383242
1975-08-01,0.667315083153316
1975-09-01,0.681584311166738
1975-10-01,0.671873308768715
1975-11-01,0.670851900353224
1975-12-01,0.68004457609264
1976-01-01,0.682255086842583
1976-02-01,0.681355637640882
1976-03-01,0.704848031197167
1976-04-01,0.71195215540043
1976-05-01,0.716952483165817
1976-06-01,0.722166239555337
1976-07-01,0.737670304608381
1976-08-01,0.756650207254439
1976-09-01,0.749347899328767
1976-10-01,0.760781575621573
1976-11-01,0.76069010621123
1976-12-01,0.760415697980203
1977-01-01,0.757580146259587
1977-02-01,0.759013167021619
1977-03-01,0.759470514073331
1977-04-01,0.756833146075124
1977-05-01,0.75506473747517
1977-06-01,0.753128634956255
1977-07-01,0.739484447913506
1977-08-01,0.746237939377124
1977-09-01,0.750354062842534
1977-10-01,0.740810754363472
1977-11-01,0.739957039866942
1977-12-01,0.73077960902925
1978-01-01,0.719102014308865
1978-02-01,0.737670304608381
1978-03-01,0.718568442748534
1978-04-01,0.699161682854211
1978-05-01,0.708979399564301
1978-06-01,0.698170764242168
1978-07-01,0.676553493597904
1978-08-01,0.664738694762004
1978-09-01,0.664708204958557
1978-10-01,0.642572607655685
1978-11-01,0.664997858091308
1978-12-01,0.658671223875955
1979-01-01,0.646566771907305
1979-02-01,0.6517652833951
1979-03-01,0.653609916503673
1979-04-01,0.663244694393078
1979-05-01,0.672239186410085
1979-06-01,0.665424715339572
1979-07-01,0.647130833271083
1979-08-01,0.649021201084827
1979-09-01,0.640316362200571
1979-10-01,0.639980974362649
1979-11-01,0.634203156609351
1979-12-01,0.619842459185587
1980-01-01,0.61561962140811
1980-02-01,0.624370194997538
1980-03-01,0.657604080755294
1980-04-01,0.661994612451731
1980-05-01,0.637496055381679
1980-06-01,0.627022807897469
1980-07-01,0.618150275094252
1980-08-01,0.632526217419739
1980-09-01,0.634004972886942
1980-10-01,0.648731547952076
1980-11-01,0.678245677689239
1980-12-01,0.695472416637066
1981-01-01,0.707546378802269
1981-02-01,0.757381962537178
1981-03-01,0.75767161566993
1981-04-01,0.778313212603875
1981-05-01,0.836792655616146
1981-06-01,0.862373600708583
1981-07-01,0.884112830566638
1981-08-01,0.91187379660557
1981-09-01,0.860467987993116
1981-10-01,0.857495232156986
1981-11-01,0.856199415510468
1981-12-01,0.871337602922143
1982-01-01,0.888030770309639
1982-02-01,0.917346716324393
1982-03-01,0.936357108773898
1982-04-01,0.951708724809706
1982-05-01,0.916767410058891
1982-06-01,1.00297732930665
1982-07-01,1.04354401279352
1982-08-01,1.05432215831221
1982-09-01,1.07693034756851
1982-10-01,1.08959886090094
1982-11-01,1.09987392466274
1982-12-01,1.04538864590209
1983-01-01,1.03198837728693
1983-02-01,1.04912364682441
1983-03-01,1.06880481494976
1983-04-01,1.11539323461751
1983-05-01,1.13269619807396
1983-06-01,1.16826255379545
1983-07-01,1.18599237450016
1983-08-01,1.22575107819567
1983-09-01,1.22880005854042
1983-10-01,1.21181723802018
1983-11-01,1.24587434847101
1983-12-01,1.27779717268053
1984-01-01,1.30985720100555
1984-02-01,1.26884841536869
1984-03-01,1.21986654613031
1984-04-01,1.23691034625745
1984-05-01,1.28817895075439
1984-06-01,1.28359023533555
1984-07-01,1.33234343104807
1984-08-01,1.3516282317286
1984-09-01,1.41458967584765
1984-10-01,1.43565813002986
1984-11-01,1.39858252903773
1984-12-01,1.44777782690024
1985-01-01,1.47848105897185
1985-02-01,1.53534454240141
1985-03-01,1.54148823779608
1985-04-01,1.43451476240058
1985-05-01,1.44296043795554
1985-06-01,1.42375186178362
1985-07-01,1.35249719112686
1985-08-01,1.29949066783341
1985-09-01,1.31996457084839
1985-10-01,1.22982146695591
1985-11-01,1.20358499108935
1985-12-01,1.17361351430048
1986-01-01,1.1430627312461
1986-02-01,1.09185510635606
1986-03-01,1.06148726212236
1986-04-01,1.0970841076473
1986-05-01,1.0843698596097
1986-06-01,1.08677855408205
1986-07-01,1.05599909750182
1986-08-01,1.02540257974227
1986-09-01,1.0183594351459
1986-10-01,0.99973016523949
1986-11-01,1.0099442493944
1986-12-01,0.997992246442983
1987-01-01,0.944314947473691
1987-02-01,0.926737575786218
1987-03-01,0.930640270627495
1987-04-01,0.919572471976059
1987-05-01,0.910059653300445
1987-06-01,0.926143024618992
1987-07-01,0.937774884634206
1987-08-01,0.945488804906419
