Date,Ireland
1960-01-01,0.453510267102102
1960-02-01,0.452944052800788
1960-03-01,0.452524340878964
1960-04-01,0.451944489590687
1960-05-01,0.452508215205367
1960-06-01,0.453041022697838
1960-07-01,0.452121516473582
1960-08-01,0.451831914612654
1960-09-01,0.451430321853208
1960-10-01,0.451606929722537
1960-11-01,0.45130196403086
1960-12-01,0.452282557354069
1961-01-01,0.452443725208364
1961-02-01,0.453494077941602
1961-03-01,0.453883125688833
1961-04-01,0.453785800265121
1961-05-01,0.454451701702973
1961-06-01,0.455135874671773
1961-07-01,0.455527753934918
1961-08-01,0.453008695166361
1961-09-01,0.451510581997146
1961-10-01,0.450997391957987
1961-11-01,0.451077499733355
1961-12-01,0.451928414706614
1962-01-01,0.451703328237451
1962-02-01,0.451125584714385
1962-03-01,0.451013416052537
1962-04-01,0.451221767373826
1962-05-01,0.451526644183838
1962-06-01,0.452137616752416
1962-07-01,0.452411486558553
1962-08-01,0.452863284761619
1962-09-01,0.453332160941841
1962-10-01,0.453267429694603
1962-11-01,0.453170370915887
1962-12-01,0.452944052800788
1963-01-01,0.452701824867566
1963-02-01,0.45292788903505
1963-03-01,0.453380728423341
1963-04-01,0.453364539262841
1963-05-01,0.453542670817864
1963-06-01,0.453445485065341
1963-07-01,0.453348350102341
1963-08-01,0.453542670817864
1963-09-01,0.453850683880929
1963-10-01,0.453834469325668
1963-11-01,0.453834469325668
1963-12-01,0.454045436307398
1964-01-01,0.453753371154598
1964-02-01,0.453980501902068
1964-03-01,0.453785800265121
1964-04-01,0.453639894662529
1964-05-01,0.453575074533625
1964-06-01,0.454419171013403
1964-07-01,0.45515219080608
1964-08-01,0.455658524259616
1964-09-01,0.456182392796014
1964-10-01,0.456166000477422
1964-11-01,0.455953052704288
1964-12-01,0.455005396386833
1965-01-01,0.454891285025725
1965-02-01,0.454272859094626
1965-03-01,0.454712099588097
1965-04-01,0.454094143460087
1965-05-01,0.453948034699402
1965-06-01,0.454728377630262
1965-07-01,0.454940182639125
1965-08-01,0.454972789512979
1965-09-01,0.454012969104733
1965-10-01,0.452976367634884
1965-11-01,0.452879435829977
1965-12-01,0.45313803068703
1966-01-01,0.452847133693262
1966-02-01,0.453073350229315
1966-03-01,0.454256606447222
1966-04-01,0.454549319166442
1966-05-01,0.454728377630262
1966-06-01,0.455135874671773
1966-07-01,0.455299074106993
1966-08-01,0.455299074106993
1966-09-01,0.455217455343312
1966-10-01,0.454842400109705
1966-11-01,0.454923891899579
1966-12-01,0.45508693896623
1967-01-01,0.454940182639125
1967-02-01,0.454435436358188
1967-03-01,0.454077916207445
1967-04-01,0.453607478249387
1967-05-01,0.453980501902068
1967-06-01,0.454907588462652
1967-07-01,0.455544095463988
1967-08-01,0.455871205387753
1967-09-01,0.456133228537617
1967-10-01,0.456215164735818
1967-11-01,0.477022337232276
1967-12-01,0.527672392338908
1968-01-01,0.527059096149646
1968-02-01,0.527037218562555
1968-03-01,0.529123664870411
1968-04-01,0.528661035801535
1968-05-01,0.531449050489865
1968-06-01,0.532474237014389
1968-07-01,0.531271160185077
1968-08-01,0.53102674830236
1968-09-01,0.531849741735275
1968-10-01,0.531337846828956
1968-11-01,0.532206411161506
1968-12-01,0.532563575785587
1969-01-01,0.531938864651
1969-02-01,0.530960137842766
1969-03-01,0.530893527383171
1969-04-01,0.530582949449188
1969-05-01,0.532050309562144
1969-06-01,0.531382325753843
1969-07-01,0.531182253124825
1969-08-01,0.532317970349076
1969-09-01,0.532608245171186
1969-10-01,0.531226706654951
1969-11-01,0.529874410206663
1969-12-01,0.52965338689935
1970-01-01,0.528972883473597
1970-02-01,0.528084066818697
1970-03-01,0.527830119203011
1970-04-01,0.527703145395168
1970-05-01,0.528211040626539
1970-06-01,0.529607752512812
1970-07-01,0.531131438206927
1970-08-01,0.531766307246141
1970-09-01,0.532274202477513
1970-10-01,0.531893281053984
1970-11-01,0.53125841201477
1970-12-01,0.531131438206927
1971-01-01,0.527830119203011
1971-02-01,0.525163669238309
1971-03-01,0.524909721622624
1971-04-01,0.525290643046152
1971-05-01,0.524909721622624
1971-06-01,0.524909721622624
1971-07-01,0.525036695430466
1971-08-01,0.521481428810865
1971-09-01,0.514243921763819
1971-10-01,0.509926812297159
1971-11-01,0.509545890873631
1971-12-01,0.502689305250113
1972-01-01,0.493674164893266
1972-02-01,0.487579422116806
1972-03-01,0.484405076920733
1972-04-01,0.48643665784622
1972-05-01,0.486055736422691
1972-06-01,0.492912322046208
1972-07-01,0.519703795501064
1972-08-01,0.518307083614792
1972-09-01,0.520211690732436
1972-10-01,0.52998867393634
1972-11-01,0.539892630948088
1972-12-01,0.541416316642203
1973-01-01,0.53913078810103
1973-02-01,0.523639983544194
1973-03-01,0.512974183685389
1973-04-01,0.511196550375588
1973-05-01,0.501419567171684
1973-06-01,0.492785348238365
1973-07-01,0.499895881477569
1973-08-01,0.512593262261861
1973-09-01,0.524528800199095
1973-10-01,0.522624193081451
1973-11-01,0.531766307246141
1973-12-01,0.547891980842192
1974-01-01,0.569858449599017
1974-02-01,0.558303833085311
1974-03-01,0.542432107104946
1974-04-01,0.531512359630455
1974-05-01,0.526179459701053
1974-06-01,0.531131438206927
1974-07-01,0.531385385822612
1974-08-01,0.541416316642203
1974-09-01,0.547638033226506
1974-10-01,0.544209740414747
1974-11-01,0.545733426108862
1974-12-01,0.544971583261805
1975-01-01,0.5360834167128
1975-02-01,0.530115647744183
1975-03-01,0.525163669238309
1975-04-01,0.535448547673586
1975-05-01,0.547003164187292
1975-06-01,0.556907121199039
1975-07-01,0.578619642340178
1975-08-01,0.60045913728916
1975-09-01,0.609093356222478
1975-10-01,0.617219679924425
1975-11-01,0.619632182273441
1975-12-01,0.627758505975387
1976-01-01,0.625853898857744
1976-02-01,0.626615741704801
1976-03-01,0.653661162775343
1976-04-01,0.687436195661559
1976-05-01,0.703180947834081
1976-06-01,0.719179647622288
1976-07-01,0.710926350112499
1976-08-01,0.712196088190928
1976-09-01,0.734416504563439
1976-10-01,0.775302070688858
1976-11-01,0.776190887343759
1976-12-01,0.757144816167321
1977-01-01,0.741400063994799
1977-02-01,0.742415854457542
1977-03-01,0.73924150926147
1977-04-01,0.738479666414412
1977-05-01,0.738860587837941
1977-06-01,0.738479666414412
1977-07-01,0.737209928335983
1977-08-01,0.729718473673251
1977-09-01,0.728448735594821
1977-10-01,0.717275040504645
1977-11-01,0.69835594313605
1977-12-01,0.685150667120386
1978-01-01,0.655692743700829
1978-02-01,0.653915110391029
1978-03-01,0.665215779289048
1978-04-01,0.68616645758313
1978-05-01,0.69835594313605
1978-06-01,0.690991462281161
1978-07-01,0.670421705410608
1978-08-01,0.654549979430243
1978-09-01,0.648582210461626
1978-10-01,0.632964432096947
1978-11-01,0.647947341422411
1978-12-01,0.639821017720465
1979-01-01,0.63309140590479
1979-02-01,0.633726274944004
1979-03-01,0.623314422700885
