Date,Spain
1960-01-01,0.361903044727321
1960-02-01,0.361511184835263
1960-03-01,0.36125034558196
1960-04-01,0.36125034558196
1960-05-01,0.361336891324991
1960-06-01,0.361271982017718
1960-07-01,0.361185436274687
1960-08-01,0.361185436274687
1960-09-01,0.361185436274687
1960-10-01,0.361185436274687
1960-11-01,0.361163198826824
1960-12-01,0.361141562391067
1961-01-01,0.361293618453476
1961-02-01,0.361098289519551
1961-03-01,0.361098289519551
1961-04-01,0.361119925955309
1961-05-01,0.361098289519551
1961-06-01,0.361098289519551
1961-07-01,0.361098289519551
1961-08-01,0.361098289519551
1961-09-01,0.361098289519551
1961-10-01,0.361098289519551
1961-11-01,0.361098289519551
1961-12-01,0.360990107340762
1962-01-01,0.360968470905004
1962-02-01,0.360968470905004
1962-03-01,0.360946834469246
1962-04-01,0.360946834469246
1962-05-01,0.360946834469246
1962-06-01,0.360946834469246
1962-07-01,0.360946834469246
1962-08-01,0.360946834469246
1962-09-01,0.360773141971079
1962-10-01,0.360729869099564
1962-11-01,0.360708232663806
1962-12-01,0.36066495979229
1963-01-01,0.360643323356532
1963-02-01,0.36066495979229
1963-03-01,0.360729869099564
1963-04-01,0.360686596228048
1963-05-01,0.360686596228048
1963-06-01,0.360686596228048
1963-07-01,0.360686596228048
1963-08-01,0.36066495979229
1963-09-01,0.36066495979229
1963-10-01,0.36066495979229
1963-11-01,0.360643323356532
1963-12-01,0.360621686920775
1964-01-01,0.360643323356532
1964-02-01,0.36066495979229
1964-03-01,0.360686596228048
1964-04-01,0.36066495979229
1964-05-01,0.36066495979229
1964-06-01,0.360686596228048
1964-07-01,0.360686596228048
1964-08-01,0.360708232663806
1964-09-01,0.360729869099564
1964-10-01,0.360708232663806
1964-11-01,0.360643323356532
1964-12-01,0.360621686920775
1965-01-01,0.360643323356532
1965-02-01,0.360643323356532
1965-03-01,0.360686596228048
1965-04-01,0.361336891324991
1965-05-01,0.360708232663806
1965-06-01,0.360708232663806
1965-07-01,0.360708232663806
1965-08-01,0.360794778406837
1965-09-01,0.360708232663806
1965-10-01,0.360794778406837
1965-11-01,0.360816414842595
1965-12-01,0.360686596228048
1966-01-01,0.360729869099564
1966-02-01,0.360751505535322
1966-03-01,0.360773141971079
1966-04-01,0.360773141971079
1966-05-01,0.360751505535322
1966-06-01,0.360794778406837
1966-07-01,0.360859687714111
1966-08-01,0.361207072710444
1966-09-01,0.361207072710444
1966-10-01,0.361163198826824
1966-11-01,0.361228709146202
1966-12-01,0.361228709146202
1967-01-01,0.361271982017718
1967-02-01,0.361315254889234
1967-03-01,0.361336891324991
1967-04-01,0.361380765208611
1967-05-01,0.361380765208611
1967-06-01,0.361359128772854
1967-07-01,0.361315254889234
1967-08-01,0.36125034558196
1967-09-01,0.361185436274687
1967-10-01,0.361293618453476
1967-11-01,0.379642518000313
1967-12-01,0.422177947663866
1968-01-01,0.422177947663866
1968-02-01,0.422325796641544
1968-03-01,0.421349151971921
1968-04-01,0.420788407678531
1968-05-01,0.420788407678531
1968-06-01,0.42090620605099
1968-07-01,0.420817857271645
1968-08-01,0.420758958085416
1968-09-01,0.420817857271645
1968-10-01,0.420817857271645
1968-11-01,0.42084730686476
1968-12-01,0.42090620605099
1969-01-01,0.420935655644105
1969-02-01,0.42090620605099
1969-03-01,0.42096510523722
1969-04-01,0.421142403808013
1969-05-01,0.42140805115815
1969-06-01,0.42146695034438
1969-07-01,0.421260202180472
1969-08-01,0.42096510523722
1969-09-01,0.420994554830334
1969-10-01,0.42140805115815
1969-11-01,0.421822148498071
1969-12-01,0.422355847246764
1970-01-01,0.421851598091186
1970-02-01,0.421289651773587
1970-03-01,0.421230752587357
1970-04-01,0.421053454016564
1970-05-01,0.420876756457875
1970-06-01,0.420641159712957
1970-07-01,0.420582260526727
1970-08-01,0.420582260526727
1970-09-01,0.420670609306072
1970-10-01,0.420582260526727
1970-11-01,0.420582260526727
1970-12-01,0.420582260526727
1971-01-01,0.420582260526727
1971-02-01,0.420582260526727
1971-03-01,0.420582260526727
1971-04-01,0.420552810933612
1971-05-01,0.420552810933612
1971-06-01,0.420582260526727
1971-07-01,0.420523361340497
1971-08-01,0.419261836933396
1971-09-01,0.416935319077326
1971-10-01,0.415723678674888
1971-11-01,0.413549817893332
1971-12-01,0.40548663950092
1972-01-01,0.396393927373697
1972-02-01,0.396184775161372
1972-03-01,0.391054535838352
1972-04-01,0.388075318836921
1972-05-01,0.387949707307105
1972-06-01,0.387524791749306
1972-07-01,0.381497842366545
1972-08-01,0.381546524347
1972-09-01,0.381497842366545
1972-10-01,0.381595206327456
1972-11-01,0.381522483862825
1972-12-01,0.381522483862825
1973-01-01,0.381530297020182
1973-02-01,0.365201399156179
1973-03-01,0.346993136441768
1973-04-01,0.348851465868523
1973-05-01,0.348253458824661
1973-06-01,0.348561177022105
1973-07-01,0.345561525609126
1973-08-01,0.341830442465111
1973-09-01,0.341043116608368
1973-10-01,0.341518517182936
1973-11-01,0.343454978183261
1973-12-01,0.341828639428798
1974-01-01,0.348404312862861
1974-02-01,0.354414433906699
1974-03-01,0.354790066471939
1974-04-01,0.351496520139916
1974-05-01,0.345048261271982
1974-06-01,0.344193622059548
1974-07-01,0.342606950103975
1974-08-01,0.343798757106968
1974-09-01,0.346583847198683
1974-10-01,0.345049463296191
1974-11-01,0.343056507158054
1974-12-01,0.33766242352121
1975-01-01,0.337471301672016
1975-02-01,0.33754462514875
1975-03-01,0.335180844542209
1975-04-01,0.338124000817376
1975-05-01,0.33578966980395
1975-06-01,0.335285420648372
1975-07-01,0.344268748572596
1975-08-01,0.350638274854856
1975-09-01,0.355223997211304
1975-10-01,0.355839433606193
1975-11-01,0.356005913959107
1975-12-01,0.358461649417619
1976-01-01,0.35884569615232
1976-02-01,0.389269529888332
1976-03-01,0.402179269890496
1976-04-01,0.404357938768887
1976-05-01,0.406519779308355
1976-06-01,0.408257906314233
1976-07-01,0.408861923479139
1976-08-01,0.410324786941209
1976-09-01,0.407998269085139
1976-10-01,0.409098121236162
1976-11-01,0.410801389539985
1976-12-01,0.410694409385405
1977-01-01,0.412214368997392
1977-02-01,0.41517134855096
1977-03-01,0.41347949947712
1977-04-01,0.41321084706646
1977-05-01,0.414637048790163
1977-06-01,0.416988809154616
1977-07-01,0.485129758513336
1977-08-01,0.508717680574087
1977-09-01,0.508250093156876
1977-10-01,0.505162092964552
1977-11-01,0.498406115899174
1977-12-01,0.490702943757287
1978-01-01,0.485323284410948
1978-02-01,0.484564206123111
1978-03-01,0.481193129229623
1978-04-01,0.481398675369322
1978-05-01,0.488048874304328
1978-06-01,0.477447020782999
1978-07-01,0.466700323344512
1978-08-01,0.450319738439532
1978-09-01,0.441627901385934
1978-10-01,0.420338249612347
1978-11-01,0.427491495678723
1978-12-01,0.427071388217759
1979-01-01,0.420197612779921
1979-02-01,0.416307261428245
1979-03-01,0.414731407690551
1979-04-01,0.409509814527665
1979-05-01,0.397131970237881
1979-06-01,0.397163823879413
1979-07-01,0.397684901373914
